seq,Kingdom,Phylum,Class,Order,Family,Genus,Species,rel_ab
0bea576f8a9e14169e867d02dc9575d5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,0.001979
0bed977a1dd010ad9278d3bd0b157373,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,midas_g_3846,,0.001121
0bf149a521f4703877030dd4a5400fb7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,,,0.001011
0c0cb5cb6f7e4ba31e82004e27d61af8,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,midas_s_27389,0.000617
0c0dcadbd501e2c17ca71995ed0b7ee1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_1097,,0.001617
0c293c4324023e0fc942ba2a40ef7f59,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,0.002911
0c2fa68015a702cbf50120993cc1e20d,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,midas_g_18788,midas_s_18788,0.001011
0c4d686b23bf73000ca0db32eb603f5e,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,midas_s_290,0.002222
0c76688070aade04163c8afe119171db,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,midas_g_55095,midas_s_55095,0.000654
0c8b4026f47c495e3b921cac5453e163,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,,0.001581
0c9c5cfe5882f68c6da2faff839fd556,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter_postgatei,0.016579
0c9f2c70ab81d634069194b6bf2c3665,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.016664
0cab07fdd08129a6d354bf867b6bc26b,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.021611
0cc4dfb2d5414161ca86b7fe5992850f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,midas_s_11318,0.330132
0cc74b5a44142cc1e8f7330eae87aa2a,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,,,0.018669
0cd9b28a1cc9ce2c079668aafc9a8df3,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,midas_f_31,midas_g_171,,0.001001
0cdb8b748964db3111f1efa85bcdfb94,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,Thauera_butanivorans,0.003174
0ce72cb3f2222077b10a09aeab862462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,0.137781
0cfbeee394747aebabb3a7e1cb01edc4,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_108,midas_g_558,,0.00109
0d0919e19191450846a299f80092296c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.001251
0d100703139fb4218d005fae39f9ab6c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,midas_s_19323,0.000941
0d11d6a8712cae5d455a294b5d6c0c85,Bacteria,midas_p_113571,midas_c_113571,midas_o_113571,midas_f_113571,midas_g_113571,midas_s_113571,0.000478
0d201ddacb72581dbce646c1dc99c83e,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella,midas_s_16242,0.000733
0d222910032fc70758672b454f30fec6,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,midas_g_4042,,0.000872
0d23c6dcac296f66e32ccab7d795f821,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_11707,0.00061
0d2992293a58dabae00d7bdfb9eba6d7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,FukuN57,midas_s_77027,0.00074
0d536f3c8843a8b574b4394d10fb291b,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_20025,0.001063
0d5684084754718a1d7b73e9dcf98774,Bacteria,,,,,,,0.001858
0d5a2ac2ebb9b8cfa3900c5a2adcb38e,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,midas_g_12864,midas_s_12864,0.000489
0d65ceff0469199c6f52c2e88f88413b,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,,0.002229
0d6c28aa5b3430bb5d8204eefa258c3c,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Persicitalea,midas_s_51357,0.25864
0d6d5989dc6980bba0755f1e3f881ffc,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,midas_s_22181,0.002766
0d746d8edc871e261513ecd525817be6,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.00549
0d83eb43430d29e3cf5ad913463877fe,Bacteria,Planctomycetota,Phycisphaerae,Pla1_lineage,midas_f_3438,,,0.001011
0d8fd1616ff100105340e8ba5311f75c,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,midas_s_114485,0.018736
0d9c297cf4c7f1cbecd72e7f409b7bff,Bacteria,Firmicutes,D8A-2,midas_o_5025,midas_f_8086,midas_g_117851,midas_s_117851,0.001011
0dcfd933f8f2ca8409de28ca00348ad3,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,midas_g_5504,midas_s_39844,0.000257
0dd31b8ddc084c78f745842d851662fa,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,0.00163
0dd788e506ca71db70981d0bf90565d7,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,,0.000791
0df60778b95fb9658eb09a3b479a47a2,Bacteria,Patescibacteria,ABY1,Ca_Falkowbacteria,midas_f_5033,midas_g_36422,midas_s_36422,0.815236
0df77f8b537d32ec22d4a2c4d8861537,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,MgMjR-022,midas_g_38638,,0.013601
0e17ceaff92b3e9baba44233d5e5fff7,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.003705
0e1cfd4d6ba69cb71429939656e15824,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,midas_s_3444,0.00047
0e42a926445646d13dc1c7077bb3d41b,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,1.837651
0e5817e57d614663e626c0a9da00f11a,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,midas_g_50708,midas_s_50708,0.010918
0e5dbbcdd910782f70ef32a37b835f17,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,midas_f_38693,,,0.035759
0e61a50460e5fc7bff913e5510bc44ce,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,,0.000235
0e638c5080df4b9a993dfb35a9548e2f,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Plasticicumulans,midas_s_11214,0.001208
0e6fc5bda55f00f450562f7c37a9c60f,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.011208
0e8a73ea25cc7e40829d73842a4879d2,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_23294,0.000809
0e9f69e7329a21af2062fe981a08f388,Bacteria,midas_p_25076,midas_c_25076,midas_o_25076,midas_f_25076,midas_g_25076,midas_s_56486,0.001677
0eb9f7f362a0865f879c1fd8ba284def,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,midas_g_7080,midas_s_55440,0.000907
0ebe2c19bba462612d32bcaf0cf0ffd5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,0.008442
0ec2ef11eb1c07dddf7ebad2f873da57,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfococcus,Desulfococcus_biacutus,0.001415
0ecb5ec8138b7b5d4fb970bf5c6d104f,Bacteria,,,,,,,0.000412
0ecfcbbd85ab4a2e68488e9707914ebf,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,,0.004065
0f1cec7433ef3814993597e6db253534,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.020451
0f3aac3dbbd72bfe434146548f8c18b4,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_SR1,midas_f_10951,midas_g_35446,midas_s_38667,0.005619
0f51f66d2469e2dc7f014722e272102b,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1226,midas_s_1226,0.000489
0f63cbb3d41ee4faa4c5a83e3284e91a,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,midas_f_31,midas_g_4708,midas_s_4708,0.432518
0f7a9b122bb232b63b706ab6cbf73674,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_2400,midas_s_14099,1.78588
0f8091f47adb726a9a9b555aaa48f535,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Hassallia,,0.001049
0f8d4c50d36bbfcfddf3225f5e637592,Bacteria,Patescibacteria,ABY1,Ca_Komeilibacteria,midas_f_53862,midas_g_53862,midas_s_53862,0.001308
0fab8ba6e86a9214a392aaf5b528c62f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,midas_g_2010,midas_s_3131,0.0005
0fc7f7c3041ddcb9a84bc04e7ab692c9,Bacteria,,,,,,,0.247764
0fd039f6bc6cf717e5353477fe0f7fc4,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,midas_s_79488,0.02114
0fe9cd77d104716123077fa6169f15f9,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella,,0.003235
1024f21d38854bc94de63c75591fb5a7,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,0.000809
103e8eff00187f278b2a081d0dc2b136,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_3092,,,0.017724
1058839476df9538f5680a992a0ad649,Bacteria,Planctomycetota,vadinHA49,midas_o_4436,midas_f_4436,midas_g_87066,midas_s_115446,0.000605
107815684c0154d31244d8ab0c8c0257,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,midas_s_4515,0.001318
107dfb294f8e844d8c549f826c5133e2,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,midas_g_57689,midas_s_57689,0.013485
107fdb20627a18bd44dcb4329736fb66,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,midas_g_55092,midas_s_55092,0.00044
108248f0e3d684081c3c7be18cb40ad4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,,0.440652
1086f82f5a14dcdb33b15d6beda1c737,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_428,midas_g_2143,midas_s_2143,0.002117
109717830c4a01ff9f41c1a4661574e2,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_26,midas_f_98,Acidibacter,midas_s_31542,0.0005
10cce322d5cd343a4821e5253f41e9c5,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,,0.001594
10db9c00a615a1b09971351b65e3dd0e,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.011816
10fc76ac92e442a43ff22b8f4b9bf626,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,0.000794
1117fd934eae7afce376e8bcea801233,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_80401,0.048019
111e00a4c9becd4a507620c7cb94cdb1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,0.001222
111f497712726d613002f5bfd9bc5aa3,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,midas_s_22886,0.001019
1128ef3a5efa758eac761d45a35782f8,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,midas_g_5121,midas_s_9040,0.25515
11347bb145f23604eccdb66eb5910f55,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,,0.619028
11365052652cdeb5d615c914b478bb09,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.000436
113fa7a951ea68986820ca238f88c52e,Bacteria,Planctomycetota,Phycisphaerae,Pla1_lineage,midas_f_3438,midas_g_4387,midas_s_43351,0.000527
1149cb2d4d4f437a0029b2b75171e141,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Pseudopelobacter,,0.001111
11506c8de798b3e79303f7afc3d782b6,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Gallicola,,0.000489
1152c36c3267aae5c15b45a4af197a33,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,,,0.038438
1152f6add612b87370db0ab4431ce219,Bacteria,,,,,,,0.000527
1158aaa103fd1635ec15ca13d78143fa,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,,0.156062
118981836caf96260724501c9be38ca6,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.003949
118f94b18f5bd7f4ac2ba5f039bf3a86,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_5914,,0.160535
118fe0dfcaf0360858f52c2b41cb38f4,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,midas_g_1178,midas_s_1178,0.002222
11e100e171bd9faf1645766647d7bdf7,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,0.001196
11f257f9e98b4976a77aa54f724cfa0e,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,midas_f_973,midas_g_973,,0.002183
11f306e17f12f7abaee77f056bb4f5b1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella,midas_s_82853,0.073327
11f8cd3f39ded93af9b816ccaaee4a23,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_SR1,midas_f_16576,midas_g_25177,midas_s_25177,0.067401
11fb058e7007b60b65e8ac846d69aee0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,0.001667
1201f81b920fa68f3b6c1e5722ba9969,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_3181,midas_g_26667,,0.001587
122e272752a72cfa9d482c540bb9cb33,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,midas_g_77369,midas_s_77369,0.023063
123249ae7edc1a5664e2a52fb41d171c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,midas_s_55209,0.001283
1247be58b8982443ebc582cd3a052317,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_198,0.008149
1249d8be5608b640751cc164927690e4,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,midas_g_1936,midas_s_86316,0.000744
12526f4e258000f23ac9193bb56c98b7,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_71066,midas_g_71066,midas_s_71066,0.00074
1255300e9e1627f7f0fa1bbe79dc4b34,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,midas_f_81478,midas_g_81478,midas_s_81478,0.000305
1259ec9a253d79f3ff2dd32c3052bf53,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella,,0.025156
127ccc077f84153cf5b119474ef8b238,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,,0.000956
128bf1539ea256f54aa177f237a45aeb,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,,0.000747
1292d7e371f721b59a32d4c414279327,Eukaryota,Amorphea,Obazoa,Opisthokonta,Nucletmycea,,,0.012005
1295d10dd4eee5f897eb71c5209dab18,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,midas_s_11940,0.08132
1297a01c568906df836e1015a79e5533,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Denitratisoma,,2.382334
12b3c9a455207dd4512b632b19be44a3,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,,0.006259
12c4d8754760f15901f8f34abc31b0fb,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,,0.013378
12dc1bdd886707976d28e273b2a34a43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,C2U,midas_g_118,midas_s_22175,0.019516
12e4c6e2516424f6ea2a1215fc9d414a,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,,,0.013142
12ef51c9e901a268bb67bc5efdbb6e09,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_80401,0.001067
1306d9cfe704f6bdcddfe25f82a5cd13,Bacteria,Chloroflexi,Anaerolineae,1-20,midas_f_105,Ca_Pachofilum,midas_s_550,0.001019
130d90d91829e454e1cb23251955ac07,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,midas_g_59,midas_s_1224,0.001752
131f308f08428ac06cad70ff76e3fccc,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_10471,midas_s_21359,0.061501
13288a36683e4da1131c8990461fabda,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_45555,0.000996
134a84e942558612151fa686c69e261f,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_29983,midas_s_53711,0.001054
13663a3ccc0f7f474d2aa288621d3871,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.000188
13732c9079b3fdac9873b75b73d84ff7,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium_mizutaii,0.000357
1391a3651f9e004f94dd35ad90e87df1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.008242
13ab258d92f98eff7799af8efe4c2ad7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,0.000794
13bd694efa1a9c910bcb972ed31ed5f2,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,,0.00465
13e3b1b496b1af3160c30eca62df9661,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Gallicola,,0.000375
140e40cb48f1dfbda216a1267bb28fc5,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Aquimonas,midas_s_1475,0.215637
141ed0dbc1503f7d445e17f477dbd9ee,Bacteria,,,,,,,0.044934
1453fec68d3cb7be3085a5c59878d361,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,midas_f_973,midas_g_973,,0.002404
146fe893485cf515b8298065d3a8bfbd,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,,0.001426
148a86e63dcb9f5f09c071aa5e200438,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,midas_s_60971,0.022467
1499644e9fc01a81d42f1ea861905292,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,0.030012
14ad508024c1f51a5c8c89d7788c5747,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,PHOS-HE36,midas_g_179,,0.03005
14b8a8d12ce7e6f2d491e25359e62b9b,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,midas_g_10639,,0.002381
14ba1f19338b039eaa6ddedfb7c78f7e,Bacteria,Chloroflexi,Anaerolineae,1-20,midas_f_105,Ca_Pachofilum,midas_s_550,0.003753
14cdcd9e3388feffa85a3010738e11d3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,0.105583
14d2a94a12d09a88d90c4754ce23af60,Bacteria,,,,,,,0.012745
14dd4534b6eebb9f4352281f133ae65b,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella,,0.001594
14f013032d3d55ac24bde620c2d8f945,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_905,0.001512
14f040827f3543f406b1ac0a1ccbce5b,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.05377
14fa88ee1a78fcc3067c7fa7cae1f6d3,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,midas_g_6110,midas_s_37804,0.023063
150625307cd503954ff7abb066c4c3fb,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,midas_g_56280,midas_s_56280,0.000617
15073c29926477708501277a9fa6e04f,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,midas_s_2865,0.001019
15122b5a85d0087871d0b068eca54143,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_225,midas_s_2535,0.058548
151ace519ac435c84f9aee415eea931a,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,0.000605
1521548931dc517d9890e51ed281e939,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Flexifilaceae,midas_g_2842,midas_s_13924,0.001581
15302939ea3fdb4777438a48aef65cc5,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,midas_g_19012,,0.000605
15364085f11606af1a77f68b88b556ff,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.001411
1538ea40c64a63b36dd4734f3874696c,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,,0.003972
153c43ec409a40fadf9a6180dd3ba4a0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,midas_s_49665,0.024893
15458cdc0a636465b96749aa3fa2751c,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,,0.000714
1549cf7ec5b9971b5508e71876caa78d,Bacteria,Patescibacteria,Gracilibacteria,midas_o_3053,midas_f_3053,midas_g_41054,,0.017923
15564bd587591d071d667a41049facc4,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_310,,0.023898
1565fe0749c103c9b2e19da637c53ae6,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,,,0.000278
1585373aa7a272f854720be8fed512e6,Bacteria,Patescibacteria,Kazania,midas_o_85147,midas_f_99010,midas_g_99010,midas_s_99010,0.01803
158e322a8ce7cc198a9916534f60064c,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,,0.11824
1592091d5a0cacf5bad46fbc50d6bd12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,,0.000714
15bf273330928f57de2f3b24ca2a5135,Bacteria,Planctomycetota,Planctomycetes,midas_o_1071,midas_f_1071,midas_g_7408,midas_s_26879,0.000805
15c12c72ee920d106927c7b0dff67b5e,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0.002469
15ca76d9e1bdf12fef29a0930717ccea,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,midas_s_625,0.000407
15d74352737177117c80cf7ecd577e12,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.008138
15e45353f3bd3e3724f06eb4c8e35760,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,,0.001479
1600072f5f0c35181a342c78d92c61e1,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,midas_f_31,midas_g_171,,0.000493
162aaaeeea8c353c06050efeb1dded15,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,,0.008297
164212c0910ca9770a6bd13bcb2c5d05,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,,0.000213
164d643c2ab1c208aec586f0da8c71f4,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,midas_g_94104,midas_s_94104,0.000604
1650858a9bfaf2447bf6c2fb2d770d15,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,,0.02114
165af52a50062daaecffaaa4208233ab,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,midas_g_51312,midas_s_51312,0.000407
